del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
126	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/112443169-9528-109-subtree-replicated.fa	0.28322440087146	216.666666666667	87.3333333333333	3	765	3	0.98562091503268	13557,9447,121123
4	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/100290437-9526-606-subtree-replicated.fa	0.0221437740693196	17.25	4.5	3	779	8	0.901155327342747	57378,9538,147649,310934,9507,129801,70928,27679
11	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/100290459-9526-607-subtree-replicated.fa	0.0128552097428958	9.5	1	2	739	8	0.897158322056834	36231,9507,129801,70928,27679,57176,30609,1126382
22.75	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/100290397-314293-948-subtree-replicated.fa	0.0180790960451977	16	2	1	885	7	0.912994350282486	859983,9507,111173,9491,36225,9536,36228
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225035-9528-267-subtree-replicated.fa	0.00133868808567604	0.333333333333333	0	0	249	3	0.991967871485944	90382,356666,291259
6	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/11275634-9526-445-subtree-replicated.fa	0.101706803834463	33.4615384615385	25	1	329	13	0.917933130699088	13557,30590,859983,9555,9505,57175,30591,30596,9455,290597,9490,37295,460675
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225164-9528-273-subtree-replicated.fa	0.00150829562594268	0.333333333333333	0	0	221	3	0.986425339366516	90382,356666,291259
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/10442522-9462-14-subtree-replicated.fa	0.10873440285205	122	183	1	1122	3	0.999108734402852	90382,356666,291259
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/11065801-9526-446-subtree-replicated.fa	0.231884057971014	91.8260869565217	35.5	3	396	23	0.957070707070707	78451,9557,867377,867332,30602,30586,174599,402239,132108,147650,100487,30608,9525,70825,29089,379532,261732,111173,52231,90381,9542,90383,310934
24.7142857142857	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114224873-9533-15-subtree-replicated.fa	0.278008298755187	134	15.1666666666667	8	482	3	0.794605809128631	90384,54600,9542
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/115606173-9479-108-subtree-replicated.fa	0	0	0	0	199	5	0.924623115577889	54602,693984,43780,867334,13515
131	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/112443169-314293-272-subtree-replicated.fa	0.410829307568438	340.166666666667	382	1	828	6	0.938405797101449	122222,13557,9447,9510,867382,9606
3	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225203-9533-45-subtree-replicated.fa	0.00346020761245675	2	0	0	578	3	0.987889273356401	57175,132108,9508
11.75	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114224988-314293-575-subtree-replicated.fa	0.0723926380368098	47.2	11.8	6	652	5	0.891104294478528	34827,43147,57175,70927,9510
33	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225100-9533-22-subtree-replicated.fa	0.0929326655537006	55.6666666666667	3.66666666666667	3	599	3	0.939899833055092	90384,54600,9542
34.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225018-9528-165-subtree-replicated.fa	0.108321167883212	74.2	14.5	4	685	5	0.94014598540146	34827,43147,57175,70927,9510
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/117627056-9443-23-subtree-replicated.fa	0	0	0	0	292	6	0.958904109589041	9534,43780,29089,9601,47180,61622
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/117627056-9527-201-subtree-replicated.fa	0	0	0	0	292	9	0.979452054794521	9546,9552,9472,174599,9487,548481,9588,33548,9508
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/117627087-314293-374-subtree-replicated.fa	0	0	0	0	283	6	0.80565371024735	9534,43780,29089,9601,47180,61622
34	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225222-314293-583-subtree-replicated.fa	0.133136094674556	90	46	1	676	6	0.911242603550296	122222,13557,9447,9510,867382,9606
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/118185706-13149-10-subtree-replicated.fa	0	0	0	0	307	3	0.804560260586319	90384,54600,9551
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/117627087-9527-202-subtree-replicated.fa	0	0	0	0	283	9	0.971731448763251	9546,9552,9472,174599,9487,548481,9588,33548,9508
69.2857142857143	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225046-9527-188-subtree-replicated.fa	0.183607520564042	156.25	3	2	851	4	0.935370152761457	43147,57175,70927,9510
4	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114225232-9527-174-subtree-replicated.fa	0.0131440588853838	8.33333333333333	5	2	634	6	0.812302839116719	486960,9510,9565,34828,30591,147649
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/118480628-314295-416-subtree-replicated.fa	0	0	0	0	453	4	0.971302428256071	111174,132108,33548,9508
2.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/11065798-9526-443-subtree-replicated.fa	0.0262912258867455	42.25	8.66666666666667	7	1607	4	0.830740510267579	34827,208091,9510,9508
91	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/118480628-376913-385-subtree-replicated.fa	0.0502207505518764	22.75	0	0	453	8	0.821192052980132	54600,57175,164648,9606,554167,147649,9460,867366
78	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/11065802-314293-442-subtree-replicated.fa	0.132600628033114	59.9354838709677	54	1	452	31	0.949115044247788	221704,867332,57374,9556,100937,66062,43780,412750,30608,143352,236274,143283,9532,9487,30598,37295,147650,36228,9534,9588,9589,9525,83281,499232,52232,9493,122248,78449,9546,292213,9470
12	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/119567641-314293-141-subtree-replicated.fa	0.00511073253833049	3	0	0	587	8	0.931856899488927	9587,132108,75569,36226,52232,57378,9510,9508
19.8571428571429	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/10945331-9577-88-subtree-replicated.fa	0.046031746031746	77.3333333333333	2	2	1680	3	0.660714285714286	90384,54600,9542
34.375	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/114224873-9526-90-subtree-replicated.fa	0.300356125356125	108.128205128205	1.5	2	360	39	0.744444444444444	122223,9523,182256,30590,9509,9508,70928,27679,100937,208091,100224,147650,47177,37588,9487,78454,9532,9531,9516,37295,132108,143354,343908,415757,412750,379532,83281,30609,111174,9463,170207,52231,1090896,9601,90381,9546,9551,54601,101278
23.3333333333333	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/115394431-9526-6-subtree-replicated.fa	0.294975688816856	364	170.333333333333	3	1234	3	0.847649918962723	13557,9447,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/11967292-9443-1012-subtree-replicated.fa	0.223351292368547	105.645161290323	40.3333333333333	3	473	31	0.913319238900634	221704,867332,57374,9556,100937,66062,43780,412750,30608,143352,236274,143283,9532,9487,30598,37295,147650,36228,9534,9588,9589,9525,83281,499232,52232,9493,122248,78449,9546,292213,9470
12.6666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892629-314295-130-subtree-replicated.fa	0.0892226148409894	50.5	0	0	566	6	0.856890459363958	9478,208091,9508,101278,9580,30596
10	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12232080-9539-112-subtree-replicated.fa	0.108944599195296	117.333333333333	9	1	1077	3	0.987000928505107	13557,9447,121123
102	24	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/10945331-9526-829-subtree-replicated.fa	0.302818329278183	497.833333333333	1	1	1644	6	0.838807785888078	9568,54131,33548,198627,30596,143354
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/1196470-314293-879-subtree-replicated.fa	0.00287631831255992	3	3	1	1043	3	0.861936720997124	132108,412751,261734
26.5	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/110628400-314293-265-subtree-replicated.fa	0.108000578703704	186.625	54	3	1728	8	0.839699074074074	9561,261739,310352,61621,9552,693984,9531,36228
73	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12382835-9527-363-subtree-replicated.fa	0.264705882352941	81	50	1	306	5	0.993464052287582	9597,9598,261736,57377,54131
59	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892627-314293-1192-subtree-replicated.fa	0.1298457991065	100.111111111111	0	0	771	9	0.843060959792477	37295,9514,412751,30609,1127763,9510,9508,70928,27679
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/124494615-9578-79-subtree-replicated.fa	0.00153061224489796	0.75	1	1	490	4	0.887755102040816	9600,147650,9460,261739
19.875	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892530-9443-1709-subtree-replicated.fa	0.101873845341779	128.666666666667	2.5	2	1263	6	0.883610451306413	9478,208091,9508,101278,9580,30596
12	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12699488-376912-24-subtree-replicated.fa	0.0195845697329377	13.2	3	2	674	5	0.979228486646884	90384,54600,9551,9542,90383
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/1276451-376913-224-subtree-replicated.fa	0.257768361581921	45.625	48	1	177	8	0.96045197740113	90381,9534,60711,291259,9487,30608,34830,9478
368.666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892610-9443-1731-subtree-replicated.fa	0.65343099460293	847.5	43	1	1297	4	0.989976869699306	34827,208091,9510,9508
8.25	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12699494-9526-191-subtree-replicated.fa	0.011313056379822	7.625	4	1	674	8	0.973293768545994	90381,9534,60711,291259,9487,30608,34830,9478
293.875	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892575-9526-851-subtree-replicated.fa	0.625378864417054	884.285714285714	0	0	1414	7	0.943422913719943	30609,1126382,1127763,9510,9508,70928,27679
135.666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892623-314293-1191-subtree-replicated.fa	0.0620540265035678	81.1666666666667	20	1	1308	6	0.923547400611621	101278,83281,81572,89672,1126382,9572
101	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12699001-9443-366-subtree-replicated.fa	0.0222051225678795	18.3636363636364	0	0	827	11	0.902055622732769	499232,666519,1126382,147649,60711,236275,54600,261736,9597,1215604,13515
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13259149-378855-56-subtree-replicated.fa	0	0	0	0	466	7	0.963519313304721	52231,222416,9490,100487,143354,1131379,9521
4.66666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13625451-9526-1012-subtree-replicated.fa	0.0371428571428571	3.71428571428571	0	0	100	7	0.94	147649,60711,412752,9588,9519,9493,867332
98.5	15	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/10945331-9443-0-subtree-replicated.fa	0.131046931407942	181.5	1	2	1385	24	0.753790613718412	13557,867332,30589,1194336,61622,33548,129801,9508,36223,291259,9516,9515,1126382,9472,43777,132108,1131379,30601,9590,693984,34830,499232,52231,1090896
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13491328-9443-1843-subtree-replicated.fa	0	0	0	0	483	5	0.886128364389234	9546,43147,122246,9509,66265
3	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12700638-9443-131-subtree-replicated.fa	0.467043701799486	181.68	0	0	389	25	0.593830334190231	356666,290597,412752,554167,261732,9465,9588,52232,9544,9548,54601,43147,57175,9510,129801,9508,66265,75567,36229,9557,100937,208091,9556,9555,66062
2.5	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12700638-9476-6-subtree-replicated.fa	0.0665970772442589	63.8	22.25	4	958	5	0.924843423799583	90384,54600,9551,9542,90383
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13641101-9526-156-subtree-replicated.fa	0	0	0	0	78	3	0.974358974358974	34827,9510,9508
2.5	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/116634245-376913-194-subtree-replicated.fa	0.18235251953265	363.428571428571	168.666666666667	4	1993	7	0.660311088810838	499232,1127763,9514,415757,412750,9510,9508
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12698701-9526-943-subtree-replicated.fa	0	0	0	0	1530	6	0.991503267973856	101278,83281,81572,89672,1126382,9572
67	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/131572792-376913-534-subtree-replicated.fa	0.117038539553753	115.4	29	2	986	5	0.813387423935091	693984,70825,36223,147649,57374
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/131572769-9526-112-subtree-replicated.fa	0	0	0	0	963	11	0.974039460020768	198627,554167,9472,37295,290597,1127763,54601,9507,129801,70928,27679
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13655470-9527-93-subtree-replicated.fa	0.101522842639594	80	60	2	788	3	0.99238578680203	13557,9447,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12698695-314293-1258-subtree-replicated.fa	0	0	0	0	1410	5	0.876595744680851	57375,9530,9460,867382,9509
25.625	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13310114-30615-89-subtree-replicated.fa	0.118359375	60.6	1.5	2	512	15	0.533203125	465717,222416,342807,30594,43780,57175,9597,9598,261736,9495,342401,486960,75566,75567,9510
13	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13641074-314293-231-subtree-replicated.fa	0.016836927733636	14.8333333333333	1	4	881	6	0.897843359818388	101278,83281,81572,89672,1126382,9572
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14423142-376915-43-subtree-replicated.fa	0	0	0	0	144	5	0.965277777777778	867377,202457,224329,9463,30608
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14423158-376915-44-subtree-replicated.fa	0	0	0	0	63	5	0.952380952380952	867377,202457,224329,9463,30608
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14423166-9526-601-subtree-replicated.fa	0	0	0	0	63	6	0.968253968253968	101278,83281,81572,89672,1126382,9572
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13991729-9479-137-subtree-replicated.fa	0	0	0	0	480	8	0.964583333333333	36231,9523,662464,373033,70928,9505,111173,9490
195.8	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892631-9526-868-subtree-replicated.fa	0.197520722873572	377.857142857143	6.33333333333333	4	1913	7	0.881860951385259	30609,1126382,1127763,9510,9508,70928,27679
20	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13655480-314293-519-subtree-replicated.fa	0.0221483942414175	20	0	0	903	3	0.914728682170543	13557,9447,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14486472-9443-1227-subtree-replicated.fa	0.0177777777777778	3.2	4	1	180	10	0.927777777777778	9478,261739,261734,593543,37293,132108,36228,122231,9580,9525
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13991739-9498-136-subtree-replicated.fa	0	0	0	0	480	12	0.78125	70825,132108,75569,36226,170207,52232,57378,9552,61622,54131,9510,9508
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14486473-314293-667-subtree-replicated.fa	0.434036939313984	164.5	94	2	379	12	0.95778364116095	13557,75567,27679,379532,61853,81572,236274,236275,864580,48842,30594,261741
67.2307692307692	16	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892561-376913-1173-subtree-replicated.fa	0.14745145631068	364.5	139	2	2472	6	0.899676375404531	9478,208091,9508,101278,9580,30596
247	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13445853-9539-48-subtree-replicated.fa	0.275565610859729	304.5	0	0	1105	4	0.942986425339366	9525,290597,9515,75567
4.4	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/12700641-314293-170-subtree-replicated.fa	0.00702087286527514	6.52941176470588	1	3	930	17	0.580645161290323	9534,343908,554167,9463,170207,48842,52231,9483,57375,310932,261741,9470,164648,70814,34829,13515,30588
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13655484-9528-96-subtree-replicated.fa	0.124585635359116	135.3	54.5	3	1086	10	0.993554327808471	290597,43780,198627,554167,1127763,54601,9507,129801,70928,27679
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/148806607-9539-133-subtree-replicated.fa	0.0220472440944882	16.8	21	1	762	5	0.99737532808399	693984,70825,36223,147649,57374
106.333333333333	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13650000-314293-515-subtree-replicated.fa	0.174066827212523	210.272727272727	41.5	3	1208	11	0.839403973509934	859983,9507,129801,70928,27679,198627,9455,36225,36223,30594,9495
2	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892532-314293-1166-subtree-replicated.fa	0.000337952010814464	1	0	0	2959	4	0.987833727610679	310934,9495,9534,9508
1.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14669150-9526-355-subtree-replicated.fa	0.071214953271028	38.1	0	0	535	10	0.919626168224299	486960,9508,78452,78451,371039,9568,198627,30596,9525,554167
30.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/148888418-376913-532-subtree-replicated.fa	0.0220296135789094	20.3333333333333	0	0	923	3	0.969664138678223	13557,9447,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/151933919-378855-142-subtree-replicated.fa	0	0	0	0	201	3	0.855721393034826	9600,36227,261739
2.33333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14030368-314295-424-subtree-replicated.fa	0.00320987654320988	4.33333333333333	2	1	1350	3	0.738518518518518	9600,36227,261739
26	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/15292623-13513-3-subtree-replicated.fa	0.0945626477541371	26.6666666666667	13.5	2	282	3	0.946808510638298	90384,54600,9551
38	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/1488061-9526-792-subtree-replicated.fa	0.0439621591541458	52.6666666666667	0	0	1198	3	0.974123539232053	132108,412751,261734
6	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/151349489-314293-876-subtree-replicated.fa	0.0939716312056738	39.75	3	1	423	4	0.725768321513002	57176,111173,9490,70928
55.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/15724140-9526-540-subtree-replicated.fa	0.0920983778126635	25.1428571428571	6.5	2	273	7	0.95970695970696	147649,60711,412752,9588,9519,9493,867332
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/156073239-13513-21-subtree-replicated.fa	0.000658761528326746	0.333333333333333	0	0	506	3	0.857707509881423	90384,54600,9551
22.625	14	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892652-376913-1196-subtree-replicated.fa	0.0871376811594203	240.5	69	3	2760	6	0.896376811594203	9478,208091,9508,101278,9580,30596
109.818181818182	14	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/122892564-314295-111-subtree-replicated.fa	0.106848508634223	311.142857142857	1.5	2	2912	7	0.923076923076923	70814,13514,34829,593543,34827,1309620,30609
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/156530252-9526-772-subtree-replicated.fa	0.0129543001079525	5.14285714285714	3	2	397	14	0.879093198992443	859983,13514,34829,33548,290597,9515,36226,412751,415757,111173,122248,78449,402888,9598
5.16666666666667	15	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14537832-9526-448-subtree-replicated.fa	0.0157602663706992	14.2	1	1	901	10	0.924528301886792	54601,198627,554167,9472,37295,290597,9510,9508,70928,27679
3	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/157361482-9569-109-subtree-replicated.fa	0.0264367816091954	7.66666666666667	3.5	2	290	3	0.982758620689655	9606,9463,66265
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/157287162-314293-668-subtree-replicated.fa	0.00967261904761904	2.78571428571429	3	1	288	14	0.8125	33548,9507,9508,27679,9555,208091,371039,121123,122246,9516,143352,9580,9455,57378
349	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/15667407-9528-471-subtree-replicated.fa	0.129691564474173	116.333333333333	0	0	897	3	0.993311036789298	90382,356666,291259
84	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/148806607-314293-169-subtree-replicated.fa	0.0125829859502856	9.58823529411765	3	1	762	17	0.849081364829396	342401,54131,9507,78452,182253,1215604,867333,9516,263448,143353,111174,122248,57378,9600,90383,54602,9470
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/14571736-314293-867-subtree-replicated.fa	0	0	0	0	1149	8	0.972149695387293	90381,9534,60711,291259,9487,30608,34830,9478
13	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/148806607-9527-148-subtree-replicated.fa	0.00255947003914484	1.88888888888889	0	0	738	18	0.943089430894309	9478,9507,129801,9508,132108,255237,43778,60711,412751,9580,9525,30609,261732,57378,9482,9546,1309620,1309616
29.8181818181818	19	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/154933891-9526-623-subtree-replicated.fa	0.147196261682243	94.5	13	1	642	6	0.588785046728972	9561,9556,33548,52232,9590,54601
126.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/13991745-376913-136-subtree-replicated.fa	0.173050615595075	126.5	0	0	731	4	0.87688098495212	54602,57375,30594,9521
10.8571428571429	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158562955-376911-61-subtree-replicated.fa	0.0506279434850863	36.8571428571429	8.5	4	728	7	0.570054945054945	230833,30602,224329,261736,554167,1131379,122232
12.125	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158562955-9445-64-subtree-replicated.fa	0.05086782376502	38.1	1	2	749	10	0.934579439252336	43147,57175,57176,1309620,1309616,342401,486960,224329,9510,9565
10.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158563039-13513-24-subtree-replicated.fa	0.0396241830065359	32.3333333333333	10.3333333333333	3	816	3	0.970588235294118	90384,54600,9551
11.4	14	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158562980-376911-62-subtree-replicated.fa	0.0293640785444064	23.2857142857143	2	1	793	7	0.824716267339218	230833,30602,224329,261736,554167,1131379,122232
4.66666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158563125-13513-27-subtree-replicated.fa	0.00856697819314642	7.33333333333333	4	1	856	3	0.982476635514019	90384,54600,9551
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158563039-376911-53-subtree-replicated.fa	0.0279187817258883	22	6.5	6	788	3	0.876903553299492	90382,356666,291259
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158563260-376917-46-subtree-replicated.fa	0	0	0	0	519	3	0.969171483622351	90382,356666,291259
12.625	15	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-1/158562980-9445-65-subtree-replicated.fa	0.0688585607940447	55.5	3.33333333333333	4	806	10	0.91439205955335	43147,57175,57176,1309620,1309616,342401,486960,224329,9510,9565
