del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/115606173-9479-108-subtree-replicated.fa	0.00251256281407035	0.5	0	0	199	10	0.919597989949749	9598,122248,1215604,57374,1309635,548481,402888,867377,371039,9523
7	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114225210-9528-274-subtree-replicated.fa	0.005	3.5	0	0	700	2	0.868571428571429	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/117627038-9445-24-subtree-replicated.fa	0	0	0	0	292	2	0.993150684931507	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/117627056-9443-23-subtree-replicated.fa	0	0	0	0	292	5	0.958904109589041	9580,9509,9601,202457,9557
54	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114225222-314293-583-subtree-replicated.fa	0.113569321533923	77	16.6666666666667	3	678	2	0.989675516224189	37588,1215604
20.6666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/1174280-314295-217-subtree-replicated.fa	0.0792838874680307	31	0	0	391	2	0.797953964194373	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/117627067-9445-25-subtree-replicated.fa	0	0	0	0	244	2	0.963114754098361	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/112443169-314293-272-subtree-replicated.fa	0.560054404687173	892.166666666667	191.5	4	1593	6	0.878217200251099	122222,9447,13557,9525,61851,9519
2.33333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114225232-9527-174-subtree-replicated.fa	0.0284679089026915	18.3333333333333	5.5	3	644	3	0.815217391304348	255237,1090896,867332
14.6666666666667	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/10945331-9577-88-subtree-replicated.fa	0.0794688862465319	133.666666666667	17.1666666666667	8	1682	3	0.692033293697979	90384,54600,9551
10.6666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/110628400-314293-265-subtree-replicated.fa	0.0153769841269841	23.25	22	1	1512	8	0.830026455026455	9508,30588,1131379,81572,9465,147649,78452,70814
11.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/116743760-9604-63-subtree-replicated.fa	0.0222672064777328	16.5	0	0	741	2	0.985155195681511	1090896,867332
11.5714285714286	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114225046-9527-188-subtree-replicated.fa	0.18331374853114	156	0	0	851	5	0.928319623971798	261741,47180,693984,37588,1215604
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114225252-314294-270-subtree-replicated.fa	0.00120772946859903	1	0	0	828	2	0.923913043478261	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/117627087-314293-374-subtree-replicated.fa	0	0	0	0	283	5	0.780918727915194	9580,9509,9601,202457,9557
4.25	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/116743803-9604-65-subtree-replicated.fa	0.012311901504788	9	0	0	731	2	0.965800273597811	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/118185706-13149-10-subtree-replicated.fa	0	0	0	0	307	3	0.820846905537459	90384,54600,9551
104.181818181818	17	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/10945331-9526-829-subtree-replicated.fa	0.228882363102436	378.571428571429	94	6	1654	7	0.810157194679565	30594,9525,310934,75569,9530,255237,9455
16	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/116743722-9604-61-subtree-replicated.fa	0.0313725490196078	24	0	0	765	2	0.981699346405229	666519,867332
16.6666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/116743824-9604-66-subtree-replicated.fa	0.0326370757180157	25	0	0	766	2	0.986945169712794	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/119567661-30587-23-subtree-replicated.fa	0	0	0	0	599	2	0.994991652754591	1090896,867332
58	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/116743710-207598-114-subtree-replicated.fa	0.0382081686429512	29	0	0	759	2	0.99604743083004	666519,867332
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/118480628-376913-385-subtree-replicated.fa	0.0022075055187638	1	0	0	453	3	0.82560706401766	593543,9601,121123
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/119567651-9481-46-subtree-replicated.fa	0	0	0	0	599	2	0.994991652754591	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/118480628-314295-416-subtree-replicated.fa	0	0	0	0	453	8	0.969094922737307	9580,1309635,9510,9493,9600,752538,9525,70825
12	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/119567641-314293-141-subtree-replicated.fa	0.00876125577999513	5.14285714285714	0	0	587	7	0.926746166950596	9580,30608,9600,9516,752538,9525,70825
219.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/11065798-9526-443-subtree-replicated.fa	0.0829736211031175	138.4	32.5	3	1668	10	0.842326139088729	70814,9572,70825,121123,9465,143353,147650,36225,90381,9546
42.8333333333333	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/114224873-9526-90-subtree-replicated.fa	0.322332073277115	116.684210526316	18	2	362	38	0.762430939226519	9555,989338,221704,9523,486960,867366,1126382,9515,121123,9507,34829,13515,30602,1309636,1309635,170207,666519,52232,57375,412750,143351,122231,1131379,29089,9589,75569,224329,30609,9598,100487,460675,9600,230653,402888,9541,9542,9552,9470
12.6666666666667	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/11967292-9443-1012-subtree-replicated.fa	0.256820698681164	121.47619047619	40.3333333333333	3	473	21	0.923890063424947	662464,36229,9555,30598,34825,70814,182253,121123,9519,261732,1194336,9530,236272,548481,236274,236275,143352,9598,460675,9568,310352
341.333333333333	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/115394431-9526-6-subtree-replicated.fa	0.370235198702352	456.5	0	0	1233	4	0.815896188158962	693984,9463,867377,36229
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12232080-9539-112-subtree-replicated.fa	0.00626740947075209	6.75	9	1	1077	4	0.984215413184773	693984,9463,867377,36229
31.25	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892572-314293-1176-subtree-replicated.fa	0.0798816568047337	81	0	0	1014	2	0.948717948717949	1090896,867332
49.2	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12382835-9527-363-subtree-replicated.fa	0.239344262295082	73	0	0	305	4	0.970491803278689	90381,30611,9495,9572
15.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892629-314295-130-subtree-replicated.fa	0.0310168826069886	17.5555555555556	0	0	566	9	0.869257950530035	292213,261741,9606,34827,342401,70825,9521,66265,27679
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/124494615-9578-79-subtree-replicated.fa	0	0	0	0	489	5	0.87321063394683	9541,40843,255237,1090896,867332
2.5	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12667295-314294-154-subtree-replicated.fa	0.00875656742556918	5	0	0	571	2	0.952714535901926	1090896,867332
92.125	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892627-314293-1192-subtree-replicated.fa	0.183916990920882	141.8	0	0	771	10	0.843060959792477	70814,9572,70825,121123,9465,143353,147650,36225,90383,261734
126.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892530-9443-1709-subtree-replicated.fa	0.0701754385964912	88	3	1	1254	9	0.874800637958533	292213,261741,9606,34827,342401,70825,9521,66265,27679
3	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12667295-9526-154-subtree-replicated.fa	0.00548446069469835	3	0	0	547	2	0.963436928702011	1090896,867332
205.555555555556	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892610-9443-1731-subtree-replicated.fa	0.350843060959793	450.833333333333	0	0	1285	6	0.949416342412451	373033,261734,9586,170207,291259,70825
93.75	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892623-314293-1191-subtree-replicated.fa	0.268637856962345	354.333333333333	96.3333333333333	3	1319	3	0.953752843062927	255237,1090896,867332
212.8	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892575-9526-851-subtree-replicated.fa	0.161978955888304	228.714285714286	0	0	1412	7	0.844192634560907	9472,291259,9525,70825,90384,9509,356665
23	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12699488-376912-24-subtree-replicated.fa	0.0170623145400593	11.5	0	0	674	2	0.992581602373887	867332,666519
216.888888888889	14	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/10945331-9443-0-subtree-replicated.fa	0.072677793904209	100.15	0	0	1378	20	0.775036284470247	9556,34825,989338,9523,867366,122248,30602,57374,9483,1090896,415757,143351,236274,1131379,61621,9530,9598,60711,9561,90383
8	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/1276451-376913-224-subtree-replicated.fa	0.0155038759689922	2	0	0	129	8	0.922480620155039	9540,54601,261741,1090896,402244,30588,122223,867332
10	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12699494-9526-191-subtree-replicated.fa	0.00918518518518518	6.2	0	0	675	5	0.97037037037037	261741,47180,693984,37588,1215604
91.3333333333333	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892557-314295-109-subtree-replicated.fa	0.146812957157785	281	4	1	1914	2	0.961337513061651	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13259149-378855-56-subtree-replicated.fa	0	0	0	0	466	6	0.959227467811159	70814,9572,70825,121123,78449,263448
141.75	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892589-314293-1183-subtree-replicated.fa	0.153582718651212	291.5	0	0	1898	2	0.964699683877766	1090896,867332
112	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12699001-9443-366-subtree-replicated.fa	0.0596900076948445	49.3636363636364	0	0	827	11	0.902055622732769	34829,867363,412752,122232,9519,30611,100224,9568,292213,867377,9447
15.4	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12700638-9476-6-subtree-replicated.fa	0.0479302832244009	44	1	3	918	2	0.96078431372549	666519,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12698701-9526-943-subtree-replicated.fa	0	0	0	0	1530	2	0.993464052287582	9589,30589
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13491328-9443-1843-subtree-replicated.fa	0	0	0	0	483	2	0.925465838509317	9545,9572
4	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13569601-9526-364-subtree-replicated.fa	0.00689655172413793	2	0	0	290	2	0.993103448275862	867332,1090896
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12700638-9443-131-subtree-replicated.fa	0.0306045340050378	12.15	4	2	397	20	0.54911838790932	70814,54131,198627,182256,9495,291259,36227,30586,78454,9493,666519,90381,9546,9551,9542,90383,36231,164648,339999,47180
7.33333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13625451-9526-1012-subtree-replicated.fa	0.07	7	0	0	100	4	0.93	693984,9463,867377,36229
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/131572769-9526-112-subtree-replicated.fa	0	0	0	0	963	6	0.976116303219107	9606,30586,9525,70825,30589,9502
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12698695-314293-1258-subtree-replicated.fa	0.00121408336705787	1.71428571428571	2	1	1412	7	0.864730878186969	43777,261739,221704,486960,30586,122232,9588
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13641101-9526-156-subtree-replicated.fa	0	0	0	0	78	9	0.961538461538462	70814,9572,70825,121123,9465,143353,147650,36225,90381
27.4	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13310114-30615-89-subtree-replicated.fa	0.097576948264571	49.6666666666667	2	2	509	15	0.530451866404715	9561,9568,75567,75566,43780,57175,78451,78452,164648,36231,486960,342401,867382,88029,9525
47.5	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/131572792-376913-534-subtree-replicated.fa	0.0381423982869379	35.625	6	1	934	8	0.798715203426124	9555,30601,9495,30596,1090896,143283,261732,9597
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13445853-9539-48-subtree-replicated.fa	0.189873417721519	210	247	1	1106	6	0.926763110307414	57176,9508,198702,412752,111174,9521
110.153846153846	20	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892631-9526-868-subtree-replicated.fa	0.320457377409661	624.571428571429	8.25	4	1949	7	0.900461775269369	9472,291259,9525,70825,90384,9509,356665
25.4	22	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892561-376913-1173-subtree-replicated.fa	0.0499573228899935	110.555555555556	0	0	2213	9	0.892905558065974	292213,261741,9606,34827,342401,70825,9521,66265,27679
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13991729-9479-137-subtree-replicated.fa	0	0	0	0	480	6	0.960416666666667	9482,143283,9580,36225,310932,70825
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655470-9527-93-subtree-replicated.fa	0.256889763779528	261	66	5	1016	4	0.994094488188976	693984,9463,867377,36229
37.75	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892584-314295-118-subtree-replicated.fa	0.0661080074487896	177.5	0	0	2685	2	0.949348230912477	1090896,867332
100	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/125630781-314295-457-subtree-replicated.fa	0.0108790252393386	25	0	0	2298	4	0.998259355961706	1309634,9510,412751,30589
12.4285714285714	13	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13641074-314293-231-subtree-replicated.fa	0.0324601366742597	28.5	1	3	878	4	0.913439635535307	460675,48842,548481,30589
53	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892564-314295-111-subtree-replicated.fa	0.0632954936360509	184	1	1	2907	2	0.944960440316478	9572,9545
9.875	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655484-314293-520-subtree-replicated.fa	0.114693446088795	108.5	17.5	2	946	2	0.822410147991543	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14423142-376915-43-subtree-replicated.fa	0	0	0	0	144	2	0.986111111111111	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655468-314294-92-subtree-replicated.fa	0	0	0	0	1058	2	0.998109640831758	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655468-314293-516-subtree-replicated.fa	0	0	0	0	975	2	0.987692307692308	1090896,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14423166-9526-601-subtree-replicated.fa	0	0	0	0	63	4	0.952380952380952	9551,1309636,867377,543559
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14423158-376915-44-subtree-replicated.fa	0	0	0	0	63	2	0.952380952380952	1090896,867332
57.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14423150-9527-602-subtree-replicated.fa	0.332	124.5	0	0	375	2	0.992	1090896,867332
2.66666666666667	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/122892532-314293-1166-subtree-replicated.fa	0.000789088039679856	2.33333333333333	0	0	2957	6	0.9871491376395	543559,37295,47177,30596,9552,36228
2.5	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/12700641-314293-170-subtree-replicated.fa	0.0359001040582726	34.5	14.5	7	961	24	0.588969823100936	261739,83281,9555,9514,182256,9502,198702,867363,1127763,57375,402244,9510,356665,13514,343908,554167,30611,9588,9598,36225,75567,402888,90385,90382
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13991739-9498-136-subtree-replicated.fa	0	0	0	0	480	5	0.8	202457,9515,9580,9509,9601
42	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655480-314293-519-subtree-replicated.fa	0.093558282208589	91.5	20	6	978	6	0.896728016359918	90381,54133,693984,9463,867377,36229
360	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13991745-376913-136-subtree-replicated.fa	0.272651006711409	162.5	116	1	596	8	0.944630872483222	9544,164648,61851,61622,1090896,402244,30588,70814
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14486472-9443-1227-subtree-replicated.fa	0	0	0	0	176	10	0.903409090909091	989338,9516,291259,34827,9509,122231,9541,54600,261734,61851
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14486473-314293-667-subtree-replicated.fa	0.173034934497817	39.625	19	2	229	8	0.938864628820961	78449,164648,9590,9455,356666,57374,198627,121123
21.3333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/150023804-314295-484-subtree-replicated.fa	0.160975609756098	33	0	0	205	2	1	666519,867332
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655484-9528-96-subtree-replicated.fa	0.14171270718232	153.9	54.5	3	1086	10	0.997237569060773	9598,460675,263448,30609,54601,57176,70927,198627,30589,9502
6.66666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13655472-314293-518-subtree-replicated.fa	0.00865963855421687	11.5	0	0	1328	2	0.953313253012048	1090896,867332
7.33333333333333	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14326400-376913-1160-subtree-replicated.fa	0.011569416498994	11.5	0	0	994	2	0.974849094567404	1090896,867332
32	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/13650000-314293-515-subtree-replicated.fa	0.0238820171265461	25.1	3	2	1051	10	0.819219790675547	9552,30602,52231,143354,412751,111174,27679,66265,70927,198627
76.5	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/124491060-314293-1239-subtree-replicated.fa	0.0628036562268398	134.588235294118	5.66666666666667	6	2143	17	0.912272515165656	221704,70814,261739,33548,121123,100487,57377,122246,402239,58710,57374,34829,13515,40843,90383,310352,693712
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14626608-314295-353-subtree-replicated.fa	0.000909918107370337	1	0	0	1099	2	0.877161055505005	1090896,867332
5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/14571736-314293-867-subtree-replicated.fa	0.00431406384814495	5	0	0	1159	4	0.971527178602243	593543,1215604,13514,402244
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-4/151933919-378855-142-subtree-replicated.fa	0.0033167495854063	0.666666666666667	0	0	201	3	0.870646766169154	30611,867382,9572
