del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
2	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225203-9533-45-subtree-replicated.fa	0.00230680507497117	1.33333333333333	0	0	578	3	0.987889273356401	60711,57374,9565
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/115371785-9526-1000-subtree-replicated.fa	0	0	0	0	270	2	0.92962962962963	9472,198702
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/115606173-9479-108-subtree-replicated.fa	0	0	0	0	199	9	0.934673366834171	36227,1131379,202457,9523,70814,9502,1309627,27679,867377
30.3333333333333	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225018-9528-165-subtree-replicated.fa	0.134593023255814	92.6	19	3	688	5	0.944767441860465	57374,261736,693984,9472,9502
2.5	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225100-9533-22-subtree-replicated.fa	0.0127731092436975	7.6	3	2	595	5	0.914285714285714	57374,261736,693984,9472,9502
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627038-9445-24-subtree-replicated.fa	0	0	0	0	292	4	0.993150684931507	54601,61853,867366,61622
3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/112443169-314293-272-subtree-replicated.fa	0.475740131578947	578.5	194	3	1216	6	0.840460526315789	9447,13557,122223,61621,261734,9495
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627056-9443-23-subtree-replicated.fa	0	0	0	0	292	4	0.952054794520548	767357,43147,90382,9542
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225210-9528-274-subtree-replicated.fa	0.0206847360912981	14.5	14	1	701	2	0.91583452211127	867366,61622
30.3333333333333	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/1174280-314295-217-subtree-replicated.fa	0.173267326732673	70	27	2	404	4	0.764851485148515	290597,66062,9556,9555
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627056-9527-201-subtree-replicated.fa	0	0	0	0	292	5	0.976027397260274	164648,43778,61622,9556,9555
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627067-9445-25-subtree-replicated.fa	0	0	0	0	244	4	0.963114754098361	54601,61853,867366,61622
23.5	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225222-314293-583-subtree-replicated.fa	0.0231481481481481	15.8333333333333	0	0	684	6	0.91374269005848	43780,100937,9495,867363,57378,499232
7.8	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225232-9527-174-subtree-replicated.fa	0.045	29.25	5	3	650	4	0.818461538461538	693984,57374,752538,9472
16.6	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225046-9527-188-subtree-replicated.fa	0.039906103286385	34	9	3	852	6	0.919014084507042	57374,261736,261732,9472,465717,9502
22	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/116743710-207598-114-subtree-replicated.fa	0.111473272490222	85.5	1	1	767	2	0.998696219035202	9493,9561
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/118185706-13149-10-subtree-replicated.fa	0	0	0	0	307	3	0.804560260586319	90384,54600,9551
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627087-9527-202-subtree-replicated.fa	0	0	0	0	283	5	0.971731448763251	164648,43778,61622,9556,9555
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/117627087-314293-374-subtree-replicated.fa	0	0	0	0	283	4	0.773851590106007	767357,43147,90382,9542
8	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114225252-314294-270-subtree-replicated.fa	0.00503829101168884	4.16666666666667	0	0	827	6	0.911729141475212	356665,52232,143354,548481,122248,61622
14.5	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/10945331-9577-88-subtree-replicated.fa	0.0551928783382789	93	14.6	9	1685	3	0.670623145400593	90384,54600,9551
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/118480628-314295-416-subtree-replicated.fa	0	0	0	0	453	5	0.971302428256071	43147,54133,61622,9556,9555
10.6666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/110628400-314293-265-subtree-replicated.fa	0.027120822622108	42.2	22	2	1556	5	0.824550128534704	261741,164648,52232,30608,34830
13	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/116743760-9604-63-subtree-replicated.fa	0.00917678812415654	6.8	1	2	741	5	0.979757085020243	9521,70928,30590,224329,9465
8.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/116743803-9604-65-subtree-replicated.fa	0.0216666666666667	15.6	1.5	2	720	5	0.961111111111111	9521,70928,30590,224329,9465
16	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/116743824-9604-66-subtree-replicated.fa	0.0126149802890933	9.6	0	0	761	5	0.973718791064389	9521,70928,30590,224329,9465
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/119567651-9481-46-subtree-replicated.fa	0	0	0	0	599	2	0.998330550918197	693984,57374
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/119567641-9569-2-subtree-replicated.fa	0	0	0	0	599	2	0.993322203672788	37588,752538
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/119567661-30587-23-subtree-replicated.fa	0	0	0	0	599	2	0.996661101836394	9552,9468
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/118480628-376913-385-subtree-replicated.fa	0.00496688741721854	2.25	3	1	453	4	0.827814569536424	595220,122222,1309625,1309627
12	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/119567641-314293-141-subtree-replicated.fa	0.133730834752981	78.5	0	0	587	4	0.936967632027257	101278,9510,61621,61622
12.6666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/11967292-9443-1012-subtree-replicated.fa	0.0358664772727273	12.625	0	0	352	16	0.911931818181818	9568,371039,543559,9565,867334,70814,37295,9588,9491,43778,30602,486960,402888,90384,57176,9470
34.8181818181818	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/114224873-9526-90-subtree-replicated.fa	0.259464274352612	104.564102564103	12.3333333333333	4	403	39	0.729528535980149	1194336,9555,9468,402244,9600,9514,9538,43780,1309625,371039,9521,9490,78454,13514,34829,291259,236272,412752,30608,1131379,9455,9463,70927,30596,9580,9590,693984,9510,36225,36226,60711,36227,499232,90383,54602,9552,310932,101278,47180
14	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/115394431-9526-6-subtree-replicated.fa	0.193317033414833	237.2	222	1	1227	5	0.76039119804401	43777,693984,554167,867333,202457
3	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/1196470-314293-879-subtree-replicated.fa	0.00481231953801732	5	3	1	1039	3	0.871029836381136	81572,34828,261739
72	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12232080-9539-112-subtree-replicated.fa	0.0667915106117353	71.3333333333333	0	0	1068	3	0.982209737827715	460675,34828,48842
70.8	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892572-314293-1176-subtree-replicated.fa	0.0874657909140668	88.7777777777778	0	0	1015	9	0.921182266009852	78449,9541,40843,402888,373033,61853,54133,310352,9572
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/11065798-9526-443-subtree-replicated.fa	0.0464769273279911	76.4545454545455	42	2	1645	11	0.820060790273556	9589,9590,70927,9455,170207,13514,290597,36226,90385,61621,61622
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/124494615-9578-79-subtree-replicated.fa	0.0040650406504065	2	1	2	492	5	0.888211382113821	57374,261736,693984,9472,9502
26	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892629-314295-130-subtree-replicated.fa	0.0254416961130742	14.4	0	0	566	10	0.865724381625442	9544,9548,30591,9470,34827,29089,9590,36231,58710,61622
214.333333333333	18	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/10945331-9526-829-subtree-replicated.fa	0.182949653752573	300.769230769231	1	2	1644	13	0.806569343065693	867377,43780,9468,402244,9600,61621,101278,61853,9586,9588,9460,752538,47177
8.5	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892530-9443-1709-subtree-replicated.fa	0.00888	11.1	2	1	1250	10	0.8728	9544,9548,30591,9470,34827,29089,9590,36231,58710,61622
1	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12667295-314294-154-subtree-replicated.fa	0.0180555555555556	10.4	2.5	4	576	5	0.928819444444444	9565,9556,111173,57374,147650
166.714285714286	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892610-9443-1731-subtree-replicated.fa	0.371626831148805	482	0	0	1297	4	0.966846569005397	90385,9525,61621,61622
89.2222222222222	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892627-314293-1192-subtree-replicated.fa	0.194838709677419	151	0	0	775	11	0.843870967741935	9587,81572,61853,70927,9455,290597,486960,61621,61622,9556,9555
3.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12667295-9526-154-subtree-replicated.fa	0.0117216117216117	6.4	1.5	2	546	5	0.965201465201465	9565,9556,111173,57374,147650
291.571428571429	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892575-9526-851-subtree-replicated.fa	0.643387553041018	909.75	0	0	1414	4	0.967468175388967	90385,9525,61621,61622
4	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/116634245-376913-194-subtree-replicated.fa	0.00639801375095493	9.57142857142857	4.5	3	1496	7	0.577540106951872	9541,9508,9590,693984,52231,61621,61622
115.6	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892623-314293-1191-subtree-replicated.fa	0.292400300978179	388.6	11	2	1329	5	0.942814145974417	9521,70928,30590,224329,9465
5.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/1276451-376913-224-subtree-replicated.fa	0.0284237726098191	3.66666666666667	0	0	129	6	0.930232558139535	75566,9491,356665,54600,867377,1309626
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12699488-376912-24-subtree-replicated.fa	0.0652818991097923	44	22	2	674	2	0.991097922848665	57374,752538
121.1	20	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/10945331-9443-0-subtree-replicated.fa	0.0891163489529534	123.782608695652	2	2	1389	23	0.75377969762419	9572,9556,9601,261739,78452,9523,182256,1309627,81572,111174,9491,9488,13515,48842,52231,9606,9534,9542,9552,9505,373033,34827,595220
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13259149-378855-56-subtree-replicated.fa	0	0	0	0	466	3	0.969957081545064	9551,100487,33548
22	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12699494-9526-191-subtree-replicated.fa	0.00460905349794238	3.11111111111111	1	1	675	9	0.977777777777778	9478,1126382,402244,9540,9545,310934,9531,57374,548481
2	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892589-314293-1183-subtree-replicated.fa	0.0757097791798107	144	143	1	1902	2	0.976340694006309	57374,752538
12	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13569601-9526-364-subtree-replicated.fa	0.0293706293706294	8.4	0	0	286	5	0.975524475524476	9521,70928,30590,224329,9465
5.66666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13625451-9526-1012-subtree-replicated.fa	0.04	4	0	0	100	5	0.93	693984,34828,36225,9551,57176
128.5	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12699001-9443-366-subtree-replicated.fa	0.118802902055623	98.25	0	0	827	8	0.908101571946796	9516,402244,54131,9538,78452,121123,66265,57175
1	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12700638-9476-6-subtree-replicated.fa	0.161515453639083	162	44	3	1003	2	0.971086739780658	57374,752538
176.6	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892557-314295-109-subtree-replicated.fa	0.10718085106383	201.5	1	1	1880	10	0.933510638297872	9600,61622,78452,78451,261739,9447,13557,122223,261734,9495
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13641101-9526-156-subtree-replicated.fa	0	0	0	0	78	6	0.948717948717949	662464,867366,61622,9544,9548,122248
2.66666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12700638-9443-131-subtree-replicated.fa	0.0336246786632391	13.08	0	0	389	25	0.529562982005141	122222,54131,9572,61622,9557,208091,174599,9516,9515,867382,402239,9463,34830,30611,143352,122231,412751,1131379,75566,75567,90381,9546,9551,9542,90383
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/131572769-9526-112-subtree-replicated.fa	0	0	0	0	963	5	0.97196261682243	9472,147650,75569,356666,261736
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12698695-314293-1258-subtree-replicated.fa	0	0	0	0	1410	4	0.893617021276596	9530,57378,1126382,208091
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12698701-9526-943-subtree-replicated.fa	0	0	0	0	1530	4	0.989542483660131	164648,9579,9531,989338
60	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655470-9527-93-subtree-replicated.fa	0.0761421319796954	60	60	1	788	3	0.965736040609137	460675,34828,48842
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13991729-9479-137-subtree-replicated.fa	0	0	0	0	480	2	0.977083333333333	693984,57374
188	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/131572792-376913-534-subtree-replicated.fa	0.202674173117523	205.714285714286	29	3	1015	7	0.827586206896552	27679,1194336,9556,9515,342807,78454,1127763
42	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655480-314293-519-subtree-replicated.fa	0.0266666666666667	24	15	1	900	3	0.918888888888889	460675,34828,48842
7.8	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13310114-30615-89-subtree-replicated.fa	0.0131630648330059	6.7	1.5	3	509	20	0.465618860510805	371039,9601,9600,88029,867382,61621,292213,595220,43777,9483,1127763,57375,198702,867363,48842,9493,57377,57378,1090896,52231
68	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13445853-9539-48-subtree-replicated.fa	0.203623188405797	224.8	247	1	1104	5	0.939311594202899	43777,693984,554167,867333,202457
100	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892631-9526-868-subtree-replicated.fa	0.200970110120608	383.25	0	0	1907	4	0.89512323020451	90385,9525,61621,61622
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14423158-376915-44-subtree-replicated.fa	0	0	0	0	63	4	0.968253968253968	310934,373033,57377,61622
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14423142-376915-43-subtree-replicated.fa	0	0	0	0	144	4	0.965277777777778	310934,373033,57377,61622
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14423166-9526-601-subtree-replicated.fa	0	0	0	0	63	5	0.984126984126984	9521,70928,30590,224329,9465
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655468-314293-516-subtree-replicated.fa	0	0	0	0	975	5	0.980512820512821	9561,402239,61622,310932,122248
43	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14423150-9527-602-subtree-replicated.fa	0.419191919191919	124.5	77	1	297	2	0.98989898989899	693984,57374
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655468-314294-92-subtree-replicated.fa	0	0	0	0	1058	4	0.997164461247637	9565,9556,147650,57374
47	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655484-9528-96-subtree-replicated.fa	0.0244282744282744	23.5	0	0	962	2	0.996881496881497	310352,13557
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14486472-9443-1227-subtree-replicated.fa	0.0181818181818182	3.27272727272727	4	1	180	11	0.894444444444444	867377,402244,1194336,767357,693712,30586,412751,143353,89672,111173,9465
267	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892584-314295-118-subtree-replicated.fa	0.14859363434493	401.5	0	0	2702	2	0.967431532198372	9493,9561
94.4	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13650000-314293-515-subtree-replicated.fa	0.109261021249604	114.833333333333	3	2	1051	6	0.830637488106565	30586,143351,9507,593543,90383,221704
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13991739-9498-136-subtree-replicated.fa	0	0	0	0	480	14	0.7625	9523,34825,989338,61621,61622,36229,402239,554167,75569,52231,9593,9544,9548,54602
18.5	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655484-314293-520-subtree-replicated.fa	0.065121412803532	59	6	3	906	5	0.735099337748344	9561,402239,61622,310932,122248
3	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13655472-314293-518-subtree-replicated.fa	0.0081386586284853	10.8	3	3	1327	5	0.93293142426526	9561,402239,61622,310932,122248
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/125630781-314295-457-subtree-replicated.fa	0	0	0	0	2298	5	0.997389033942559	9521,70928,30590,224329,9465
118	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/13991745-376913-136-subtree-replicated.fa	0.341499813456038	249.636363636364	251	1	731	11	0.93844049247606	230653,222416,261736,143283,54133,9510,9495,402239,402244,61621,61622
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14486473-314293-667-subtree-replicated.fa	0.140763274336283	31.8125	17.5	2	226	16	0.946902654867257	13557,88029,402244,122246,100937,36231,13514,57375,143352,9579,89672,30594,61851,9541,9545,30591
5.28571428571429	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/12700641-314293-170-subtree-replicated.fa	0.00696095076400679	6.47368421052632	1.5	2	930	19	0.586021505376344	867333,202457,543559,132108,33548,9548,90385,90381,34827,9598,43777,290597,343908,236275,122232,9579,30596,30609,30611
62	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14326400-376913-1160-subtree-replicated.fa	0.0651302605210421	65	1	1	998	4	0.972945891783567	30598,465717,48842,54131
15.6666666666667	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/150023804-314295-484-subtree-replicated.fa	0.115447154471545	23.6666666666667	2	1	205	3	0.990243902439024	1194336,36229,402244
34.8461538461538	19	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/122892561-376913-1173-subtree-replicated.fa	0.0778083808774346	182.538461538462	47.3333333333333	3	2346	13	0.883631713554987	52231,30608,9495,36228,147649,9593,499232,9546,43147,61621,61622,36229,402239
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14669150-9526-355-subtree-replicated.fa	0.291588785046729	156	0	0	535	8	0.919626168224299	9470,9472,100487,9600,61622,78452,78451,261739
8	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/14537832-9526-448-subtree-replicated.fa	0.0952380952380952	86	30	4	903	4	0.935769656699889	30594,693712,34828,9551
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/148806607-9539-133-subtree-replicated.fa	0.0188976377952756	14.4	24	1	762	5	0.99737532808399	9540,43778,1090896,9502,1309625
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-9/154707800-9526-771-subtree-replicated.fa	0	0	0	0	390	2	0.953846153846154	693984,57374
